Label: AG FM

Date Time	Elapsed	A1	B1	C1	A2	B2	C2	A3	B3	C3	A4	B4	C4
22/05/2018 08:00:00	303	87.64691	88.44424	68.84625	92.59622	89.8345	73.42912	89.74777	97.85307	65.14327	91.46325	95.61342	54.29272
22/05/2018 11:00:00	306	87.66981	88.59951	69.4996	92.78876	90.12357	74.11595	89.9155	98.05222	65.12505	91.91246	95.86527	54.67284
22/05/2018 14:00:00	309	87.58886	88.6988	69.65495	93.0128	90.42435	74.63255	90.18844	98.08177	65.41302	92.35287	96.00074	54.72414
22/05/2018 17:00:00	312	87.73129	88.90298	70.16617	93.21656	90.62701	75.16272	90.49858	98.10676	65.48694	92.61292	96.12577	54.90418
22/05/2018 20:00:00	315	87.68452	89.02865	70.505	93.30534	90.776	75.48566	90.77051	98.12761	65.35352	92.92101	96.18033	55.33114
22/05/2018 23:00:00	318	87.56084	88.96288	70.69205	93.41546	90.87415	75.96543	90.89646	98.13852	65.32394	93.13763	96.25818	55.01495
23/05/2018 02:00:00	321	87.57317	88.95763	70.79003	93.59067	90.90976	76.26551	91.09758	98.16782	65.44727	93.29839	96.34588	55.1872
23/05/2018 05:00:00	324	87.50556	88.89713	71.0266	93.61152	90.90905	76.34202	91.17581	98.1965	65.24648	93.41641	96.42937	55.13825
23/05/2018 08:00:00	327	87.41394	88.80272	71.18826	93.62571	90.88588	76.77921	91.19196	98.16194	65.03488	93.62254	96.52082	54.73351
23/05/2018 11:00:00	330	87.20668	88.77742	71.52961	93.69694	90.79577	77.0692	91.19415	98.17148	64.97594	93.66503	96.4713	54.51725
23/05/2018 14:00:00	333	87.10117	88.82925	71.7358	93.65898	90.86086	77.45892	91.22102	98.19955	64.84146	93.64864	96.51679	54.34783
23/05/2018 17:00:00	336	86.99239	88.56252	72.06545	93.66983	90.64558	77.84445	91.31467	98.12279	64.77171	93.63761	96.45677	53.98349
23/05/2018 20:00:00	339	86.77748	88.49252	72.33749	93.62625	90.74014	78.14217	91.0975	98.15782	64.78526	93.81184	96.3616	53.77127
23/05/2018 23:00:00	342	86.70462	88.51974	72.62582	93.59314	90.64386	78.70018	91.19198	98.14265	64.8372	93.7328	96.38492	53.64227
24/05/2018 02:00:00	345	86.55844	88.29889	72.91204	93.65487	90.38737	78.75669	91.12503	98.0238	64.83852	93.71404	96.3174	53.05866
24/05/2018 05:00:00	348	86.34607	88.16963	73.23138	93.50835	90.10956	79.07242	90.96519	98.05791	64.5891	93.67426	96.21895	52.8286
24/05/2018 08:00:00	351	86.13905	87.92636	73.47763	93.48936	90.22258	79.53703	90.81589	98.08685	64.81278	93.71987	96.17584	52.69062
24/05/2018 11:00:00	354	85.93547	87.71912	73.82599	93.42905	90.19833	79.84497	90.7158	98.02296	64.55561	93.71409	96.13881	51.87148
24/05/2018 14:00:00	357	85.74613	87.62227	74.04584	93.3262	89.85324	80.38586	90.77224	97.95361	64.6486	93.54561	96.02704	51.80437
24/05/2018 17:00:00	360	85.4509	87.18639	74.56228	93.27744	89.7435	80.80227	90.44323	97.95309	64.82358	93.56086	95.93864	51.50783
24/05/2018 20:00:00	363	85.3235	86.94128	74.86131	93.17114	89.54426	81.16554	90.38624	97.92075	64.59637	93.38326	95.84057	51.07863
24/05/2018 23:00:00	366	85.03713	86.62547	75.02707	93.12431	89.42009	81.5042	90.23825	97.85454	64.72897	93.4708	95.76833	50.92007
25/05/2018 02:00:00	369	84.76353	86.52353	75.26578	92.94517	89.26146	81.79408	90.0621	97.71056	64.68997	93.36642	95.61192	50.58621
25/05/2018 05:00:00	372	84.4584	85.90101	75.57623	92.75871	88.85785	81.86499	89.94453	97.62305	64.47534	93.03184	95.48257	50.2347
25/05/2018 08:00:00	375	84.22172	85.57008	76.01735	92.58163	88.57217	82.25561	89.7352	97.63911	64.43176	92.93818	95.4563	50.16068
25/05/2018 11:00:00	378	83.86681	85.20525	76.33275	92.35666	88.12022	82.37384	89.59594	97.51073	64.42018	92.78748	95.27968	49.64022
25/05/2018 14:00:00	381	83.55849	84.82716	76.71372	92.16007	87.86329	82.55665	89.42414	97.47083	64.29385	92.78442	95.15882	49.5065
25/05/2018 17:00:00	384	83.186	84.52235	76.8156	91.9427	87.41867	82.63783	89.12556	97.36388	64.36288	92.64748	94.99728	49.47408
25/05/2018 20:00:00	387	82.78096	84.14932	77.07866	91.7424	87.01317	82.62605	89.05387	97.18454	64.20441	92.33179	94.76138	48.9115
25/05/2018 23:00:00	390	82.47168	83.75891	77.19364	91.45273	86.64476	82.49439	88.90157	97.00348	64.29008	92.12831	94.60429	48.81233
26/05/2018 02:00:00	393	81.8651	83.15018	77.14806	91.29899	86.35886	82.54384	88.44496	96.92014	64.05778	92.17031	94.41525	48.48379
26/05/2018 05:00:00	396	81.39974	82.80094	77.1096	91.02009	85.70998	82.16539	88.26972	96.77274	63.98279	91.85683	94.2079	48.42583
26/05/2018 08:00:00	399	80.80255	82.06023	77.02111	90.78781	85.33401	81.89747	87.83327	96.64581	63.8768	91.81096	93.96891	48.16132
26/05/2018 11:00:00	402	80.11279	81.69349	76.92094	90.58381	85.0357	81.57236	87.70578	96.54195	63.59993	91.44826	93.80889	47.94887
26/05/2018 14:00:00	405	79.42806	81.26042	76.95956	90.18555	84.48091	81.09503	87.38946	96.26033	63.10527	91.14995	93.43884	47.52949
26/05/2018 17:00:00	408	78.82155	80.73656	76.66174	89.82152	83.97177	80.59931	86.82542	96.154	62.8698	90.98099	93.16412	47.55775
26/05/2018 20:00:00	411	78.2214	80.11537	76.54337	89.41441	83.43359	80.13062	86.3164	95.85895	62.50618	90.74895	92.82316	47.57617
26/05/2018 23:00:00	414	77.58618	79.69223	76.50806	88.97701	82.75579	79.62741	86.13573	95.57627	62.15953	90.32824	92.55052	47.25782
27/05/2018 02:00:00	417	76.75589	79.06615	76.0267	88.58816	82.52707	79.2107	85.68679	95.38888	61.57979	90.1329	92.17631	47.37457
